user_id,timing_regularity,burst_pattern_score,linguistic_entropy,network_coordination_index,posts_per_hour,avg_inter_arrival_time,is_fake
user_0,0.28210940866061707,0.14791032195967896,0.7363287970402982,0.14287725590514425,7,270.24766226484917,0
user_1,0.9187471059116983,0.8519681629685587,0.02487793978210795,0.8245264692832224,63,1.998760431503015,1
user_2,0.22025496366722963,0.28302998625145304,0.7722679843511834,0.27043859899173867,2,106.65605168064589,0
user_3,0.9654872059949147,0.7636646438124449,0.05862791368087361,0.7336639701539193,117,1.5650574060550384,1
user_4,0.2231363399150002,0.26507210414291227,0.6842805794274303,0.265840088984693,14,100.56375774676454,0
user_5,0.36936115511287604,0.22733151666743276,0.7549280933941791,0.07083671367281368,11,155.32485856927832,0
user_6,0.160533354047406,0.1827260069610777,0.6783367771486435,0.22820844606743335,10,96.04311083598904,0
user_7,0.2960839605438773,0.14329647210079605,0.7672922321938132,0.1432437529170507,6,272.37434632639804,0
user_8,0.9430053841258934,0.7475487770232196,0.07772960670487383,0.9723470771108433,170,0.6878532768359552,1
user_9,0.3417047993847482,0.16289576878925485,0.5336862550427304,0.027549254715747085,2,242.30061501948575,0
user_10,0.15906039133351213,0.26280322145383883,0.6559650918745565,0.2977546929845288,4,226.25675858815043,0
user_11,0.27411158244827877,0.1096555459835005,0.6123047980598444,0.20479467616683314,3,118.14482178592473,0
user_12,0.3174224438475635,0.1318260978283556,0.5698499838695872,0.17341548698075784,1,123.40895212854758,0
user_13,0.2430784785486003,0.2701099948928513,0.6799974746296039,0.19230389978000487,4,255.08010858405152,0
user_14,0.17686770227711773,0.13261888759008256,0.647030186515364,0.0941700508082904,13,200.97602478674517,0
user_15,0.3817531626326941,0.29967263565535773,0.6878801800543527,0.18092483542829693,11,180.27332828525107,0
user_16,0.2111552168550898,0.2432714641391534,0.7867318095457987,0.07114906738798311,6,171.92474046334354,0
user_17,0.987826760339009,0.940703988742174,0.0019821319695518813,0.8839384591990943,68,1.5877266859332433,1
user_18,0.3060374239555989,0.1912088913901991,0.6238353502701512,0.08967578191629083,6,239.57375414615697,0
user_19,0.3458766387315312,0.16631434887433963,0.5303530878009575,0.29438063355271765,2,237.67070462003477,0
user_20,0.1799730671204429,0.2524758219786821,0.5637978782003066,0.22653465696641467,14,173.37870997997473,0
user_21,0.1968881828041559,0.1285784913507169,0.7997790039747448,0.1416138458297965,5,241.76038453321,0
user_22,0.295359633170199,0.10427135820489518,0.6587086749111388,0.27004773439024393,10,154.3508004723077,0
user_23,0.9895574942565794,0.8618876176834666,0.015508173476102005,0.7339519517414073,120,0.6271568011873635,1
user_24,0.3217509384373327,0.10259571546922837,0.632746957054438,0.2715819900979275,15,77.43370641264153,0
user_25,0.23948120855263022,0.224316565434187,0.5094752321508579,0.12768986525388476,5,115.69322946127204,0
user_26,0.13008565515754197,0.2702309853039109,0.5375906074216106,0.12202967635308458,14,70.64723972214409,0
user_27,0.18973020319704345,0.29687693113058133,0.7112464141599182,0.1361360389799683,2,193.28358121465797,0
user_28,0.22421070865185072,0.2068370661477451,0.750740559716194,0.0038373612030860645,10,249.9697531733249,0
user_29,0.270827408024901,0.18138618849368865,0.5600723979552166,0.0067967511167634775,11,205.27894099024468,0
user_30,0.19861293329979046,0.102885758184624,0.7212029890938324,0.015934288370009608,6,151.5095548391203,0
user_31,0.2344459332488026,0.16775337153419678,0.5714856740068988,0.12476305689440519,7,105.77578154720149,0
user_32,0.9310843412319939,0.7280849396331521,0.0463277381534436,0.7206503363030886,70,1.838029822086646,1
user_33,0.30180612791333694,0.1647750950638604,0.5359310376384601,0.1530950625005842,15,92.20048194475872,0
user_34,0.184461161514218,0.1541386043276708,0.5263040129765868,0.07617875430973003,1,118.28568978577064,0
user_35,0.3065623190463216,0.20868190029720107,0.6670288745435152,0.17822021321615203,9,238.88659899946322,0
user_36,0.9460473582784029,0.8485843903488413,0.03738683805370724,0.9373213435545574,105,1.5144711414485887,1
user_37,0.9312691783675943,0.7002888971280941,0.05765778303834379,0.6637999504797314,137,1.3244473312880514,1
user_38,0.35927336237759855,0.25551808442881935,0.7863572962643564,0.09926382250669549,5,224.68997594356307,0
user_39,0.864283275891831,0.9079204042394302,0.06835227898195317,0.769723660628439,179,0.10722063389697002,1
user_40,0.18653667563625914,0.1845610171613395,0.5888765254514139,0.09473508846715935,5,183.53030933643265,0
user_41,0.2812234084760078,0.20487562142567695,0.7943983314445568,0.06786343512744641,11,98.35807587884415,0
user_42,0.1338225361920682,0.238614421712671,0.6348221849960489,0.24706464119855392,3,61.443052086242645,0
user_43,0.13313201609218156,0.11321376084173895,0.6740867014079652,0.011348977081263034,14,62.028028463753785,0
user_44,0.12407836823495084,0.29820308416561725,0.6548448499631062,0.08157453700743132,10,97.22884733519842,0
user_45,0.9068571178880194,0.7538023302531306,0.013259815143536913,0.6306866943214354,121,1.0424923923063572,1
user_46,0.21259045657393114,0.1114218389054954,0.5256468843055915,0.12157929432955145,13,226.2651601844224,0
user_47,0.14212536224306352,0.17886852335160894,0.5375988521507997,0.024182127074082137,6,162.94058050450346,0
user_48,0.9604539051285104,0.836440670275276,0.05254107582670964,0.7405226733022288,179,1.3895214843789592,1
user_49,0.22883467840824812,0.16152638195038216,0.6354869562386705,0.14324860535663084,6,240.59665665352603,0
user_50,0.8482458763768946,0.7888869535348153,0.03125659536871617,0.9316220936261607,92,0.7371267947268474,1
user_51,0.16335491516269915,0.19221035239256018,0.6159315809217076,0.29597174049181185,11,60.831371572668544,0
user_52,0.17931676129622118,0.18856583869060412,0.6413102296814939,0.01706044373067629,14,106.35235255115404,0
user_53,0.8542328453385606,0.8517602079530642,0.01813799299657748,0.9671738692801766,75,1.5244619397814756,1
user_54,0.8239939213703148,0.9452093263032699,0.04000460534357919,0.8274498214481312,54,1.0014245496500962,1
user_55,0.2827737692050989,0.10409969985233661,0.7456712740809167,0.2022800863538314,4,200.53590678663068,0
user_56,0.3633612430344524,0.25322058413046156,0.652236188710225,0.1874889881601802,1,185.43755954326053,0
user_57,0.3687610087427251,0.11641664628224627,0.7655927997358004,0.03737269102744726,7,271.860366733674,0
user_58,0.9691080927498636,0.7215346802414446,0.07651290534893362,0.9030306400938825,198,1.4103349494084119,1
user_59,0.25297678017843706,0.18219286516124386,0.7019830397456472,0.19909255169804074,4,99.60247747560396,0
user_60,0.8670745632476842,0.7660259207248226,0.025112993341458,0.6597380227840722,142,1.3278849670207575,1
user_61,0.30971555968809494,0.2942136302307603,0.6225316231173506,0.24721112134758497,2,94.41596241434668,0
user_62,0.2968471201449322,0.23618840999822913,0.779472037104238,0.07771070959616509,8,128.8283435685768,0
user_63,0.1597515627607813,0.14854527878708854,0.7472327702496007,0.24724407321856356,7,198.81897154829448,0
user_64,0.8111428012781197,0.8148237155855427,0.04181485630607806,0.7857874412548603,94,1.8191741848193588,1
user_65,0.2717217066947957,0.195804556760754,0.7543361991575355,0.07680956884823517,15,33.10515527464641,0
user_66,0.8316676927357955,0.7311143847141828,0.07767384625914675,0.860952544865772,173,1.8669044071845728,1
user_67,0.24949758005110428,0.28441301443292244,0.7550618175506881,0.1147334558824707,15,68.1014300139124,0
user_68,0.8333159427171797,0.9913848985482956,0.08344879273197026,0.639186661383759,147,1.612615862498577,1
user_69,0.16593319529026335,0.19728898232236985,0.6364873116337292,0.09526882037109087,9,209.316933504154,0
user_70,0.9113318829960071,0.9581886493920644,0.02739315734280967,0.8133259816282825,93,0.28128087286624714,1
user_71,0.2463567637314029,0.20759606673455344,0.6921426583679531,0.03148078516842697,11,169.62367464219747,0
user_72,0.2274679006500787,0.25277541228979317,0.6020158952799698,0.29276648531088745,15,74.85516980083045,0
user_73,0.9347100171550689,0.8430574941884659,0.039639359293265786,0.9832088775135662,91,1.9040209935172867,1
user_74,0.9375518155635928,0.7837210493844186,0.05131621931590391,0.7937977874291542,147,0.9067715197510151,1
user_75,0.18105132078898595,0.22350195467762285,0.6482383245158877,0.13515740442004068,3,63.93103898219482,0
user_76,0.348324397446109,0.17199661049181508,0.7794358765752988,0.06885443323573362,15,281.0386624903837,0
user_77,0.1682274635120144,0.20277543881921176,0.659799697342689,0.1391212178349892,8,132.87171773343002,0
user_78,0.9602482201154795,0.7295350637332819,0.010328897418297456,0.7843910191053562,80,0.27569553696347104,1
user_79,0.2123874946440623,0.26776816993078534,0.6982855800385983,0.05242697890223447,5,117.58989086289087,0
user_80,0.28051546151964446,0.18873466276722617,0.5802957259657118,0.26530331939271967,11,184.44615676243802,0
user_81,0.9462460200475553,0.898088376161019,0.006832396861219836,0.6055811488108895,151,1.3267787282137529,1
user_82,0.8612697145298489,0.7072950364231367,0.05681185384920395,0.6418774380793582,195,0.16819899774460018,1
user_83,0.9991770547958867,0.7466095948375236,0.03326706240208055,0.9544224514189362,78,1.8014627460373038,1
user_84,0.25982922474375064,0.2943657246289383,0.5630003756901754,0.07007509549234343,2,139.02236142594825,0
user_85,0.30495586698064747,0.1777427945120189,0.5969460336935641,0.18741242615113346,3,104.5995271696291,0
user_86,0.895734967245379,0.8553720532377831,0.0697641607058378,0.624517483231256,152,0.10377863153632452,1
user_87,0.12082982861661429,0.23024013326794637,0.609883975886695,0.2496817508997163,12,137.64513018865657,0
user_88,0.13452194884190355,0.27103126804340466,0.6928416966626763,0.251749057470538,3,148.9237165752145,0
user_89,0.9481056484966239,0.7982231997915187,0.03286506388246546,0.7753613683691429,68,1.9286921061701867,1
